id,event_template_id,event_template_qty_id,currency_id,price_base,markup_amount,duration,min_total,reason
1796031,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796033,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796035,512,23,2,1430.00,214.50,3,3000.00,below_min_total
1796037,512,24,2,1452.50,217.88,3,3000.00,below_min_total
1796039,512,34,2,1475.00,221.25,3,3000.00,below_min_total
1796041,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796043,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796045,512,23,2,1430.00,214.50,3,3000.00,below_min_total
1796047,512,24,2,1452.50,217.88,3,3000.00,below_min_total
1796049,512,34,2,1475.00,221.25,3,3000.00,below_min_total
1796051,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796053,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796055,512,23,2,1430.00,214.50,3,3000.00,below_min_total
1796057,512,24,2,1452.50,217.88,3,3000.00,below_min_total
1796059,512,34,2,1475.00,221.25,3,3000.00,below_min_total
1796061,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796063,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796065,512,23,2,1430.00,214.50,3,3000.00,below_min_total
1796067,512,24,2,1452.50,217.88,3,3000.00,below_min_total
1796069,512,34,2,1475.00,221.25,3,3000.00,below_min_total
1796071,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796073,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796075,512,23,2,1430.00,214.50,3,3000.00,below_min_total
1796077,512,24,2,1452.50,217.88,3,3000.00,below_min_total
1796079,512,34,2,1475.00,221.25,3,3000.00,below_min_total
1796081,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796083,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796085,512,23,2,1430.00,214.50,3,3000.00,below_min_total
1796087,512,24,2,1452.50,217.88,3,3000.00,below_min_total
1796089,512,34,2,1475.00,221.25,3,3000.00,below_min_total
1796091,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796093,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796095,512,23,2,1430.00,214.50,3,3000.00,below_min_total
1796097,512,24,2,1452.50,217.88,3,3000.00,below_min_total
1796099,512,34,2,1475.00,221.25,3,3000.00,below_min_total
1796101,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796103,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796105,512,23,2,1430.00,214.50,3,3000.00,below_min_total
1796107,512,24,2,1452.50,217.88,3,3000.00,below_min_total
1796109,512,34,2,1475.00,221.25,3,3000.00,below_min_total
1796111,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796113,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796115,512,23,2,1430.00,214.50,3,3000.00,below_min_total
1796117,512,24,2,1452.50,217.88,3,3000.00,below_min_total
1796119,512,34,2,1475.00,221.25,3,3000.00,below_min_total
1796121,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796123,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796125,512,23,2,1430.00,214.50,3,3000.00,below_min_total
1796127,512,24,2,1452.50,217.88,3,3000.00,below_min_total
1796129,512,34,2,1475.00,221.25,3,3000.00,below_min_total
1796131,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796133,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796135,512,23,2,1430.00,214.50,3,3000.00,below_min_total
1796137,512,24,2,1452.50,217.88,3,3000.00,below_min_total
1796139,512,34,2,1475.00,221.25,3,3000.00,below_min_total
1796141,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796143,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796145,512,23,2,1430.00,214.50,3,3000.00,below_min_total
1796147,512,24,2,1452.50,217.88,3,3000.00,below_min_total
1796149,512,34,2,1475.00,221.25,3,3000.00,below_min_total
1796151,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796153,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796155,512,23,2,1430.00,214.50,3,3000.00,below_min_total
1796157,512,24,2,1452.50,217.88,3,3000.00,below_min_total
1796159,512,34,2,1475.00,221.25,3,3000.00,below_min_total
1796161,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796163,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796165,512,23,2,1430.00,214.50,3,3000.00,below_min_total
1796167,512,24,2,1452.50,217.88,3,3000.00,below_min_total
1796169,512,34,2,1475.00,221.25,3,3000.00,below_min_total
1796171,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796173,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796175,512,23,2,1430.00,214.50,3,3000.00,below_min_total
1796177,512,24,2,1452.50,217.88,3,3000.00,below_min_total
1796179,512,34,2,1475.00,221.25,3,3000.00,below_min_total
1796181,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796183,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796185,512,23,2,1430.00,214.50,3,3000.00,below_min_total
1796187,512,24,2,1452.50,217.88,3,3000.00,below_min_total
1796189,512,34,2,1475.00,221.25,3,3000.00,below_min_total
1796191,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796193,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796195,512,23,2,1430.00,214.50,3,3000.00,below_min_total
1796197,512,24,2,1452.50,217.88,3,3000.00,below_min_total
1796199,512,34,2,1475.00,221.25,3,3000.00,below_min_total
1796201,512,40,2,1497.50,224.63,3,3000.00,below_min_total
1796203,512,41,2,1520.00,228.00,3,3000.00,below_min_total
1796205,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796207,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796209,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796211,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796213,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796215,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796217,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796219,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796221,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796223,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796225,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796227,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796229,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796231,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796233,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796235,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796237,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796239,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796241,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796243,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796245,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796247,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796249,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796251,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796253,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796255,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796257,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796259,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796261,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796263,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796265,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796267,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796269,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796271,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796273,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796275,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796277,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796279,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796281,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796283,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796285,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796287,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796289,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796291,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796293,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796295,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796297,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796299,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796301,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796303,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796305,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796307,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796309,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796311,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796313,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796315,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796317,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796319,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796321,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796323,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796325,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796327,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796329,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796331,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796333,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796335,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796337,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796339,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796341,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796343,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796345,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796347,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796349,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796351,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796353,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796355,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796357,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796359,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796361,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796363,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796365,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796367,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796369,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796371,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796373,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796375,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796377,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796379,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796381,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796383,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796385,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796387,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796389,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796391,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796393,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796395,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796397,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796399,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796401,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796403,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796405,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796407,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796409,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796411,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796413,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796415,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796417,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796419,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796421,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796423,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796425,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796427,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796429,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796431,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796433,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796435,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796437,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796439,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796441,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796443,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796445,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796447,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796449,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796451,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796453,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796455,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796457,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796459,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796461,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796463,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796465,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796467,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796469,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796471,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796473,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796475,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796477,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796479,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796481,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796483,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796485,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796487,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796489,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796491,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796493,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796495,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796497,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796499,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796501,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796503,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796505,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796507,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796509,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796511,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796513,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796515,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796517,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796519,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796521,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796523,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796525,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796527,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796529,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796531,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796533,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796535,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796537,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796539,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796541,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796543,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796545,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796547,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796549,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796551,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796553,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796555,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796557,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796559,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796561,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796563,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796565,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796567,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796569,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796571,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796573,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796575,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796577,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796579,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796581,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796583,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796585,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796587,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796589,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796591,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796593,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796595,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796597,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796599,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796601,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796603,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796605,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796607,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796609,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796611,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796613,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796615,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796617,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796619,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796621,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796623,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796625,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796627,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796629,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796631,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796633,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796635,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796637,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796639,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796641,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796643,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796645,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796647,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796649,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796651,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796653,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796655,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796657,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796659,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796661,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796663,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796665,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796667,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796669,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796671,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796673,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796675,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796677,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796679,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796681,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796683,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796685,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796687,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796689,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796691,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796693,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796695,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796697,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796699,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796701,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796703,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796705,513,23,2,1460.00,219.00,4,4000.00,below_min_total
1796707,513,24,2,1490.00,223.50,4,4000.00,below_min_total
1796709,513,34,2,1520.00,228.00,4,4000.00,below_min_total
1796711,513,40,2,1550.00,232.50,4,4000.00,below_min_total
1796713,513,41,2,1580.00,237.00,4,4000.00,below_min_total
1796715,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796717,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796719,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796721,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796723,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796725,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796727,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796729,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796731,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796733,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796735,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796737,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796739,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796741,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796743,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796745,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796747,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796749,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796751,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796753,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796755,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796757,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796759,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796761,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796763,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796765,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796767,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796769,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796771,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796773,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796775,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796777,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796779,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796781,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796783,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796785,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796787,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796789,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796791,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796793,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796795,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796797,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796799,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796801,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796803,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796805,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796807,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796809,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796811,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796813,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796815,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796817,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796819,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796821,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796823,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796825,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796827,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796829,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796831,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796833,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796835,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796837,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796839,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796841,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796843,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796845,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796847,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796849,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796851,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796853,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796855,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796857,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796859,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796861,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796863,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796865,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796867,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796869,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796871,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796873,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796875,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796877,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796879,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796881,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796883,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796885,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796887,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796889,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796891,514,40,2,1550.00,232.50,4,4000.00,below_min_total
1796893,514,41,2,1580.00,237.00,4,4000.00,below_min_total
1796895,514,23,2,1460.00,219.00,4,4000.00,below_min_total
1796897,514,24,2,1490.00,223.50,4,4000.00,below_min_total
1796899,514,34,2,1520.00,228.00,4,4000.00,below_min_total
1796901,514,40,2,1550.00,232.50,4,4000.00,below_min_total
