1794523,509,"Berlin",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794525,509,"Berlin",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794527,509,"Berlin",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794529,509,"Berlin",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794531,509,"Berlin",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794533,509,"Berlin",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794535,509,"Berlin",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794537,509,"Berlin",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794539,509,"Berlin",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794541,509,"Berlin",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794543,509,"Berlin",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794545,509,"Berlin",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794547,509,"Berlin",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794549,509,"Berlin",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794551,509,"Berlin",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794553,509,"Berlin",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794555,509,"Berlin",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794557,509,"Berlin",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794559,509,"Berlin",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794561,509,"Berlin",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794563,509,"Berlin",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794565,509,"Berlin",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794567,509,"Berlin",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794569,509,"Berlin",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794571,509,"Berlin",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794573,509,"Berlin",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
